"","dominance10","prestige10","leadership10","dominance6","prestige6","leadership6","dominance4","prestige4","leadership4","MFQ_harm_s","MFQ_fair_s","MFQ_ingroup_s","MFQ_authority_s","MFQ_purity_s","gender","age","employment_rank","percentage"
"88",NA,NA,NA,12,15,27,8,8,17,-3.8685036338457,-4.10405970021048,-2.77294341288666,-1.67124674168313,-0.492863404386375,"male",31,7,0
"89",NA,NA,NA,15,23,26,8,16,17,-0.280137240060293,-2.18952803344563,-1.46830793205889,-0.334665944948596,0.345339664297936,"female",33,8,100
"90",NA,NA,NA,18,24,30,8,15,23,0.392681458774471,1.16090238339287,0.95458653233554,1.38379507942438,1.85410518792969,"male",35,8,20
"91",NA,NA,NA,32,35,30,20,24,19,1.28977305722082,1.40021884173848,0.58183353781332,0.238154396509063,1.01590211924538,"female",29,11,10
"92",NA,NA,NA,12,18,21,7,12,14,-0.50441013967188,-0.514312825026377,0.76821003507443,0.429094510328282,0.68062089177166,"male",30,2,0
"93",NA,NA,NA,15,29,28,10,19,18,0.616954358386058,-0.27499636668077,0.76821003507443,1.00191485178594,1.18354273298225,"female",38,9,0
"94",NA,NA,NA,14,21,36,7,12,24,0.616954358386058,-0.992945741717592,0.39545704055221,-0.334665944948596,1.18354273298225,"female",60,9,0
"95",NA,NA,NA,22,26,35,13,15,24,-0.50441013967188,-0.27499636668077,1.51371602411887,-0.143725831129376,1.18354273298225,"male",36,6,50
"96",NA,NA,NA,23,19,32,15,9,21,0.616954358386058,0.921585925047265,-0.909178440275561,-2.05312696932157,-2.00162892801813,"male",34,8,20
"97",NA,NA,NA,15,29,14,11,18,8,0.392681458774471,1.16090238339287,-1.09555493753667,-2.24406708314079,-1.83398831428127,"male",34,9,20
"98",NA,NA,NA,14,30,23,9,19,16,-1.17722883850664,-0.514312825026377,-0.722801943014451,0.0472142826898431,-1.49870708680755,"male",42,3,0
"99",NA,NA,NA,13,26,29,7,16,20,1.51404595683241,1.16090238339287,0.95458653233554,1.5747351932436,1.18354273298225,"female",43,9,0
"100",NA,NA,NA,19,28,28,10,18,18,-0.0558643404487048,-0.0356799083351631,0.76821003507443,0.429094510328282,-0.157582176912651,"male",53,8,0
"101",NA,NA,NA,12,13,19,7,7,12,-1.17722883850664,-0.992945741717592,-0.536425445753341,-1.28936651404469,-0.157582176912651,"male",30,1,0
"102",NA,NA,NA,12,24,21,7,16,14,0.392681458774471,0.682269466701658,-0.909178440275561,0.0472142826898431,-0.660504018123237,"female",27,6,10
"103",NA,NA,NA,17,23,22,11,15,14,-0.0558643404487048,-0.514312825026377,0.76821003507443,0.429094510328282,1.01590211924538,"female",36,1,10
"104",NA,NA,NA,11,22,27,7,14,18,1.51404595683241,-0.27499636668077,1.32733952685776,0.0472142826898431,0.0100584368242115,"male",32,6,0
"105",NA,NA,NA,20,24,29,12,16,20,-2.29859333656458,-1.2322622000632,-0.536425445753341,-0.716546172587034,-0.828144631860099,"male",32,4,0
"106",NA,NA,NA,22,18,29,15,12,18,-0.280137240060293,-0.514312825026377,0.0227040460299897,0.620034624147501,0.848261505508522,"male",54,10,20
"107",NA,NA,NA,8,10,22,5,8,14,-0.280137240060293,0.682269466701658,-2.58656691562555,-1.28936651404469,1.01590211924538,"female",40,3,0
"108",NA,NA,NA,13,25,11,9,19,7,1.06550015760923,0.921585925047265,-1.28193143479778,-1.86218685550235,-1.33106647307069,"female",35,1,100
"109",NA,NA,NA,9,17,10,5,12,7,1.28977305722082,0.203636550010444,-0.909178440275561,-1.09842640022547,-0.995785245596961,"female",28,1,0
"110",NA,NA,NA,14,26,22,8,16,15,-1.62577463772982,-1.2322622000632,-1.28193143479778,-1.86218685550235,-1.33106647307069,"male",23,1,0
"111",NA,NA,NA,9,20,7,5,14,4,1.06550015760923,0.921585925047265,-1.28193143479778,-0.716546172587034,-0.325222790649513,"female",24,1,0
"112",NA,NA,NA,24,29,24,16,18,16,1.06550015760923,0.203636550010444,1.14096302959665,0.620034624147501,0.512980278034798,"female",32,2,0
"113",NA,NA,NA,12,17,25,6,9,16,-0.280137240060293,0.682269466701658,-1.28193143479778,-1.09842640022547,-1.66634770054441,"male",29,6,0
"114",NA,NA,NA,19,20,15,11,12,9,-1.40150173811823,-1.47157865840881,-0.350048948492231,1.19285496560516,0.848261505508522,"male",48,6,0
"115",NA,NA,NA,11,26,25,4,18,17,0.616954358386058,0.921585925047265,0.76821003507443,0.429094510328282,0.68062089177166,"male",25,8,100
"116",NA,NA,NA,14,16,18,8,8,12,0.392681458774471,0.442953008356051,0.58183353781332,0.810974737966721,0.177699050561074,"female",61,1,0
"117",NA,NA,NA,18,25,28,12,17,17,-1.17722883850664,-2.42884449179123,0.2090805432911,-0.907486286406254,-0.157582176912651,"male",26,5,0
"118",NA,NA,NA,20,22,16,13,16,11,-0.50441013967188,-0.514312825026377,0.76821003507443,-0.143725831129376,1.01590211924538,"female",35,1,0
"119",NA,NA,NA,17,19,23,10,13,15,1.28977305722082,0.682269466701658,-0.722801943014451,-1.86218685550235,-2.33691015549186,"male",42,1,0
"120",NA,NA,NA,11,21,14,7,13,10,-0.280137240060293,-0.753629283371985,-0.722801943014451,-0.525606058767815,-1.16342585933382,"male",34,2,0
"121",NA,NA,NA,12,21,10,8,14,7,-0.952955938895056,-0.27499636668077,-0.722801943014451,0.429094510328282,0.0100584368242115,"female",21,0,0
"122",NA,NA,NA,19,25,18,12,18,12,-0.0558643404487048,-0.27499636668077,-0.536425445753341,-0.143725831129376,0.345339664297936,"male",35,1,0
"123",NA,NA,NA,31,19,33,21,13,22,1.738318856444,0.921585925047265,2.81835150494664,2.52943576233969,2.692308256614,"female",44,11,0
"124",NA,NA,NA,25,25,25,16,15,18,-0.728683039283468,-0.514312825026377,0.39545704055221,0.429094510328282,1.18354273298225,"male",27,1,0
"126",NA,NA,NA,34,32,31,22,21,21,-1.85004753734141,1.16090238339287,2.0728455159022,1.95661542088204,2.02174580166656,"male",35,4,0
"127",NA,NA,NA,16,25,24,9,17,17,-0.50441013967188,0.442953008356051,0.58183353781332,0.238154396509063,0.512980278034798,"female",30,2,20
"128",NA,NA,NA,14,27,17,8,18,11,-0.0558643404487048,-0.0356799083351631,-0.536425445753341,-0.334665944948596,0.345339664297936,"female",54,6,50
"129",NA,NA,NA,8,26,6,5,15,4,0.168408559162883,0.442953008356051,1.14096302959665,1.19285496560516,0.848261505508522,"female",49,2,0
"130",NA,NA,NA,9,15,22,6,8,15,-0.50441013967188,-0.753629283371985,-1.84106092658111,-0.907486286406254,-0.660504018123237,"female",35,6,100
"131",NA,NA,NA,14,27,20,8,17,14,1.06550015760923,0.921585925047265,2.0728455159022,2.14755553470126,1.01590211924538,"male",36,1,0
"132",NA,NA,NA,19,24,19,11,15,12,-0.728683039283468,-0.753629283371985,-0.350048948492231,-1.67124674168313,-0.660504018123237,"male",27,5,0
"133",NA,NA,NA,11,30,27,6,18,18,1.28977305722082,1.87885175842969,-1.09555493753667,-0.716546172587034,-0.325222790649513,"female",25,1,30
"134",NA,NA,NA,16,25,21,9,16,13,-0.728683039283468,0.203636550010444,-0.350048948492231,0.238154396509063,0.848261505508522,"female",29,4,0
"136",NA,NA,NA,10,23,20,6,18,14,-1.40150173811823,-0.27499636668077,-2.40019041836444,-1.09842640022547,-0.492863404386375,"female",28,9,0
"137",NA,NA,NA,19,24,21,12,17,15,-0.952955938895056,-0.753629283371985,-0.350048948492231,0.0472142826898431,0.177699050561074,"male",21,10,0
"138",NA,NA,NA,18,29,23,10,19,15,-0.50441013967188,-0.992945741717592,-0.722801943014451,-0.525606058767815,-0.492863404386375,"female",24,4,0
"140",NA,NA,NA,10,18,12,5,11,8,-1.85004753734141,-0.992945741717592,-0.909178440275561,-0.907486286406254,-0.492863404386375,"female",38,1,0
"141",NA,NA,NA,20,19,26,13,9,18,1.28977305722082,0.442953008356051,1.70009252137998,1.5747351932436,1.01590211924538,"female",59,3,0
"142",NA,NA,NA,27,17,15,18,9,11,-0.50441013967188,-1.2322622000632,-1.28193143479778,-0.334665944948596,-1.16342585933382,"female",33,0,0
"143",NA,NA,NA,17,21,22,12,12,15,-0.952955938895056,-1.2322622000632,1.14096302959665,0.238154396509063,0.177699050561074,"male",28,10,0
"144",NA,NA,NA,17,27,24,10,18,15,-0.50441013967188,-1.2322622000632,0.0227040460299897,1.38379507942438,0.68062089177166,"male",59,6,10
"145",NA,NA,NA,15,26,28,9,17,18,-0.50441013967188,-0.753629283371985,0.76821003507443,0.0472142826898431,0.177699050561074,"male",25,9,40
